code_module,code_presentation,id_student,edu_level,age_num,gender_num,disability_num,num_of_prev_attempts,studied_credits,result_num,total_clicks,mean_score,num_assessments
BBB,2013J,570157,2,1,0,0,0,60,2,1387.0,88.9090909090909,11.0
BBB,2013J,570168,0,0,0,0,0,90,2,10433.0,67.36363636363636,11.0
BBB,2013J,570177,1,0,0,0,0,180,0,42.0,50.0,0.0
BBB,2013J,570271,2,0,0,0,0,120,2,2855.0,86.0909090909091,11.0
BBB,2013J,570287,1,0,0,0,0,75,2,469.0,65.3,10.0
BBB,2013J,570351,2,0,1,0,0,60,2,339.0,84.5,8.0
BBB,2013J,570519,2,0,0,0,0,60,1,33.0,38.0,1.0
BBB,2013J,570623,2,1,0,0,0,60,2,1675.0,88.72727272727273,11.0
BBB,2013J,570759,2,0,0,0,0,60,2,805.0,88.36363636363636,11.0
BBB,2013J,570783,1,0,0,0,0,60,2,517.0,70.72727272727273,11.0
BBB,2013J,570862,1,0,0,0,0,120,0,2.0,50.0,0.0
BBB,2013J,570864,1,0,0,0,0,60,2,256.0,69.125,8.0
BBB,2013J,570970,1,1,1,1,0,105,0,30.0,50.0,0.0
BBB,2013J,571083,2,0,0,0,0,60,2,525.0,69.54545454545455,11.0
BBB,2013J,571143,2,1,0,0,0,75,1,0.0,50.0,0.0
BBB,2013J,571441,3,1,0,0,0,60,2,300.0,84.0,10.0
BBB,2013J,571503,1,0,0,0,0,60,2,732.0,80.27272727272727,11.0
BBB,2013J,571516,2,1,0,0,0,60,2,634.0,85.0909090909091,11.0
BBB,2013J,571540,1,0,0,0,0,135,0,0.0,50.0,0.0
BBB,2013J,571554,2,0,1,0,0,60,2,1205.0,72.9090909090909,11.0
BBB,2013J,571601,1,0,0,0,0,60,0,60.0,50.0,0.0
BBB,2013J,571672,1,1,0,0,0,60,1,29.0,50.0,0.0
BBB,2013J,571681,3,0,0,0,0,60,2,1558.0,83.9,10.0
BBB,2013J,571693,1,1,0,0,0,60,1,475.0,79.18181818181819,11.0
BBB,2013J,571770,1,0,0,0,0,90,0,0.0,50.0,0.0
BBB,2013J,571779,2,1,0,0,0,60,2,1175.0,76.0,11.0
BBB,2013J,571794,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,571871,2,0,0,0,0,120,2,903.0,71.81818181818181,11.0
BBB,2013J,571885,1,0,0,0,0,60,2,681.0,82.375,8.0
BBB,2013J,571907,2,0,0,0,0,60,2,473.0,86.45454545454545,11.0
BBB,2013J,572029,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,572051,2,1,0,0,0,60,2,317.0,83.27272727272727,11.0
BBB,2013J,572054,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,572067,2,0,0,0,0,60,2,1140.0,86.45454545454545,11.0
BBB,2013J,572103,2,0,0,0,0,60,2,1388.0,81.0909090909091,11.0
BBB,2013J,572131,2,0,0,0,0,120,1,17.0,59.0,1.0
BBB,2013J,572163,1,0,0,0,0,60,0,343.0,72.0,5.0
BBB,2013J,572173,1,0,0,0,0,120,1,11.0,50.0,0.0
BBB,2013J,572277,2,0,1,0,0,60,1,70.0,80.0,3.0
BBB,2013J,572302,1,0,1,0,0,120,0,307.0,75.0,6.0
BBB,2013J,572416,2,0,0,1,0,60,2,818.0,64.27272727272727,11.0
BBB,2013J,572436,2,0,0,0,0,180,3,616.0,90.36363636363636,11.0
BBB,2013J,572447,2,0,0,0,0,60,2,74.0,84.85714285714286,7.0
BBB,2013J,572495,2,0,0,0,0,120,0,427.0,80.75,4.0
BBB,2013J,572504,2,0,0,0,0,60,2,547.0,83.45454545454545,11.0
BBB,2013J,572508,1,0,0,0,0,60,2,900.0,81.63636363636364,11.0
BBB,2013J,572514,2,0,0,0,0,60,1,462.0,71.0,11.0
BBB,2013J,572626,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,572733,2,0,0,0,0,120,2,525.0,82.0,11.0
BBB,2013J,572739,1,0,0,0,0,120,0,95.0,79.75,4.0
BBB,2013J,572752,3,1,0,0,0,60,2,254.0,84.0,11.0
BBB,2013J,572765,1,0,0,0,0,60,2,351.0,62.0,11.0
BBB,2013J,572770,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,572898,2,0,0,0,0,120,3,639.0,88.2,10.0
BBB,2013J,572918,2,0,0,0,0,120,1,240.0,68.5,6.0
BBB,2013J,572937,2,1,0,0,0,60,1,38.0,52.333333333333336,3.0
BBB,2013J,573043,2,0,0,0,0,60,2,932.0,80.0,11.0
BBB,2013J,573063,1,0,0,0,0,60,2,690.0,78.9090909090909,11.0
BBB,2013J,573159,2,0,0,0,0,120,0,615.0,82.0,4.0
BBB,2013J,573208,1,0,0,1,0,60,2,152.0,66.8,5.0
BBB,2013J,573217,1,0,0,0,0,120,1,290.0,79.0,3.0
BBB,2013J,573223,2,1,1,0,0,60,1,22.0,50.0,0.0
BBB,2013J,573225,1,0,0,0,0,60,1,243.0,66.36363636363636,11.0
BBB,2013J,573275,1,0,0,1,0,60,1,16.0,50.0,0.0
BBB,2013J,573321,1,0,0,0,0,60,1,0.0,50.0,0.0
BBB,2013J,573409,2,0,0,1,0,120,0,0.0,50.0,0.0
BBB,2013J,573411,2,0,0,0,0,60,2,547.0,86.81818181818181,11.0
BBB,2013J,573431,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,573433,3,1,0,0,0,60,2,2280.0,72.0,10.0
BBB,2013J,573441,1,0,0,0,0,60,0,276.0,70.33333333333333,3.0
BBB,2013J,573453,1,0,0,0,0,60,2,1186.0,71.3,10.0
BBB,2013J,573485,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,573487,1,0,0,0,0,90,1,32.0,55.0,1.0
BBB,2013J,573519,2,0,0,0,0,60,3,382.0,90.45454545454545,11.0
BBB,2013J,573578,2,0,0,0,0,60,2,814.0,83.18181818181819,11.0
BBB,2013J,573654,2,0,0,0,0,60,2,1118.0,79.9090909090909,11.0
BBB,2013J,573683,2,0,1,0,0,60,0,0.0,50.0,0.0
BBB,2013J,573694,2,1,0,0,0,180,0,39.0,78.5,2.0
BBB,2013J,573758,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,573777,2,0,0,0,0,120,2,391.0,89.0909090909091,11.0
BBB,2013J,573790,3,0,0,0,0,60,2,764.0,75.0909090909091,11.0
BBB,2013J,573810,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,573821,2,0,0,0,0,60,2,558.0,83.18181818181819,11.0
BBB,2013J,573831,1,0,0,1,0,60,2,446.0,64.44444444444444,9.0
BBB,2013J,573893,3,1,0,0,0,60,1,662.0,76.27272727272727,11.0
BBB,2013J,573986,1,0,0,0,0,60,2,169.0,71.0,11.0
BBB,2013J,574002,1,0,0,0,0,120,1,762.0,54.25,8.0
BBB,2013J,574051,1,1,0,0,0,120,1,267.0,52.666666666666664,3.0
BBB,2013J,574053,1,1,1,0,0,60,0,0.0,50.0,0.0
BBB,2013J,574065,2,0,0,0,0,120,3,145.0,92.0,11.0
BBB,2013J,574125,2,0,0,0,0,120,2,648.0,87.72727272727273,11.0
BBB,2013J,574146,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,574194,2,0,0,0,0,60,2,883.0,82.8,10.0
BBB,2013J,574212,2,0,0,0,0,60,3,5235.0,87.27272727272727,11.0
BBB,2013J,574250,1,0,0,0,0,60,2,1524.0,58.18181818181818,11.0
BBB,2013J,574276,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,574319,1,0,0,0,0,120,0,13.0,50.0,0.0
BBB,2013J,574320,2,1,1,0,0,60,3,1914.0,96.0,11.0
BBB,2013J,574348,2,1,0,1,0,120,2,1929.0,86.9,10.0
BBB,2013J,574549,1,0,0,0,0,60,2,324.0,81.54545454545455,11.0
BBB,2013J,574591,1,1,0,0,0,180,0,0.0,50.0,0.0
BBB,2013J,574648,2,1,0,0,0,60,3,579.0,87.27272727272727,11.0
BBB,2013J,574674,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,574708,1,0,1,1,0,60,1,194.0,71.11111111111111,9.0
BBB,2013J,574727,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,574766,2,0,0,0,0,120,1,774.0,77.14285714285714,7.0
BBB,2013J,574783,0,0,0,0,0,60,0,17.0,50.0,0.0
BBB,2013J,574810,2,0,0,0,0,60,0,0.0,64.0,1.0
BBB,2013J,574962,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,574973,2,0,0,0,0,180,2,1166.0,76.72727272727273,11.0
BBB,2013J,574998,1,1,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,575018,1,0,0,0,0,60,2,262.0,81.63636363636364,11.0
BBB,2013J,575089,2,0,0,0,0,120,1,148.0,65.6,5.0
BBB,2013J,575100,1,0,0,0,0,120,1,159.0,42.666666666666664,9.0
BBB,2013J,575124,1,1,1,0,0,120,2,1057.0,83.0,11.0
BBB,2013J,575207,1,1,1,0,0,120,0,0.0,50.0,0.0
BBB,2013J,575281,1,0,0,0,0,60,1,86.0,63.77777777777778,9.0
BBB,2013J,575290,1,1,1,1,0,120,2,853.0,83.4,10.0
BBB,2013J,575387,1,0,0,0,0,60,2,4916.0,78.9090909090909,11.0
BBB,2013J,575421,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,575423,2,0,0,0,0,180,0,83.0,50.0,0.0
BBB,2013J,575480,1,0,0,0,0,60,1,18.0,50.0,0.0
BBB,2013J,575520,1,0,0,0,0,180,0,2019.0,100.0,5.0
BBB,2013J,575560,2,1,0,0,0,60,3,565.0,82.36363636363636,11.0
BBB,2013J,575672,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,575681,1,1,0,0,0,60,2,2576.0,89.9090909090909,11.0
BBB,2013J,575794,3,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,575897,1,0,0,0,0,60,1,0.0,50.0,0.0
BBB,2013J,575927,3,0,0,0,0,120,0,106.0,87.0,1.0
BBB,2013J,575929,1,0,0,0,0,120,1,503.0,64.88888888888889,9.0
BBB,2013J,575930,1,0,0,0,0,60,2,673.0,84.4,10.0
BBB,2013J,575982,2,1,1,0,0,60,1,289.0,86.5,6.0
BBB,2013J,575992,2,1,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,576046,2,0,0,0,0,120,0,5.0,50.0,0.0
BBB,2013J,576098,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,576158,1,0,0,0,0,120,2,495.0,79.7,10.0
BBB,2013J,576226,3,0,0,0,0,60,1,131.0,70.75,4.0
BBB,2013J,576375,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,576483,2,1,0,0,0,60,2,559.0,76.72727272727273,11.0
BBB,2013J,576513,1,0,1,0,0,60,0,0.0,50.0,0.0
BBB,2013J,576524,2,0,0,0,0,60,1,457.0,81.875,8.0
BBB,2013J,576550,2,0,0,0,0,180,0,0.0,50.0,0.0
BBB,2013J,576600,3,1,0,0,0,60,2,838.0,81.0,11.0
BBB,2013J,576664,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,576714,1,0,1,0,0,60,0,304.0,74.66666666666667,3.0
BBB,2013J,576815,1,0,0,0,0,60,1,31.0,52.0,1.0
BBB,2013J,576841,1,1,1,0,0,120,2,799.0,75.18181818181819,11.0
BBB,2013J,576882,1,0,0,0,0,150,1,418.0,78.0,11.0
BBB,2013J,576935,2,0,0,0,0,180,1,1577.0,81.8,10.0
BBB,2013J,576940,2,1,0,0,0,60,2,7341.0,85.0,10.0
BBB,2013J,576946,2,0,0,0,0,60,2,932.0,77.11111111111111,9.0
BBB,2013J,576947,1,0,0,0,0,60,1,17.0,62.0,1.0
BBB,2013J,576981,2,0,0,0,0,60,2,269.0,71.42857142857143,7.0
BBB,2013J,576983,1,0,0,0,0,60,0,232.0,89.0,3.0
BBB,2013J,576985,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,576996,1,0,0,0,0,120,0,98.0,50.0,0.0
BBB,2013J,577007,1,0,0,1,0,60,0,17.0,50.0,0.0
BBB,2013J,577049,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,577069,3,0,0,0,0,60,3,1380.0,83.63636363636364,11.0
BBB,2013J,577096,2,0,0,0,0,120,3,1672.0,88.9090909090909,11.0
BBB,2013J,577099,1,1,0,0,0,60,2,715.0,77.9,10.0
BBB,2013J,577215,3,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,577239,1,0,0,0,0,60,0,10.0,50.0,0.0
BBB,2013J,577256,2,0,0,0,0,120,2,341.0,69.8,10.0
BBB,2013J,577280,2,0,0,0,0,150,2,713.0,75.0,9.0
BBB,2013J,577286,1,1,1,0,0,120,2,252.0,77.0909090909091,11.0
BBB,2013J,577347,1,1,0,0,0,60,1,147.0,67.66666666666667,9.0
BBB,2013J,577376,2,0,0,1,0,90,2,738.0,63.8,10.0
BBB,2013J,577449,1,0,1,0,0,60,0,0.0,50.0,0.0
BBB,2013J,577498,1,0,0,0,0,60,1,808.0,62.09090909090909,11.0
BBB,2013J,577648,1,1,0,0,0,120,1,575.0,62.63636363636363,11.0
BBB,2013J,577659,1,0,0,0,0,60,0,117.0,43.5,2.0
BBB,2013J,577680,1,0,0,0,0,60,2,1355.0,78.0,9.0
BBB,2013J,577692,1,0,0,0,0,120,1,113.0,59.333333333333336,3.0
BBB,2013J,577695,2,1,0,0,0,120,0,6.0,50.0,0.0
BBB,2013J,577824,2,1,0,0,0,60,3,145.0,87.0,11.0
BBB,2013J,577905,1,0,0,0,0,120,0,4.0,48.0,1.0
BBB,2013J,577914,2,0,0,0,0,120,3,1320.0,92.9090909090909,11.0
BBB,2013J,577915,1,1,0,0,0,60,2,326.0,83.72727272727273,11.0
BBB,2013J,577949,1,0,1,0,0,120,1,21.0,50.0,0.0
BBB,2013J,577965,2,0,0,0,0,120,0,90.0,50.0,0.0
BBB,2013J,577980,2,0,0,0,0,150,2,553.0,57.666666666666664,9.0
BBB,2013J,577992,3,0,1,0,0,120,0,0.0,50.0,0.0
BBB,2013J,578030,2,0,0,0,0,120,3,490.0,87.81818181818181,11.0
BBB,2013J,578057,1,0,0,0,0,60,1,104.0,82.0,4.0
BBB,2013J,578062,1,0,0,0,0,60,1,10.0,74.5,2.0
BBB,2013J,578109,2,0,0,0,0,60,3,593.0,87.36363636363636,11.0
BBB,2013J,578197,1,0,0,0,0,120,2,615.0,78.36363636363636,11.0
BBB,2013J,578264,3,0,0,1,0,120,0,10.0,50.0,0.0
BBB,2013J,578362,2,1,0,0,0,120,1,287.0,75.33333333333333,6.0
BBB,2013J,578447,2,0,1,1,0,60,2,132.0,73.44444444444444,9.0
BBB,2013J,578520,1,0,1,0,0,60,1,0.0,50.0,0.0
BBB,2013J,578546,2,0,0,0,0,60,2,979.0,75.36363636363636,11.0
BBB,2013J,578578,2,1,0,0,0,120,2,480.0,84.18181818181819,11.0
BBB,2013J,578598,2,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,578600,1,0,0,0,0,60,2,1344.0,85.54545454545455,11.0
BBB,2013J,578676,1,0,0,0,0,60,1,240.0,66.36363636363636,11.0
BBB,2013J,578717,2,0,0,0,0,60,2,471.0,86.9090909090909,11.0
BBB,2013J,578739,2,0,0,0,0,60,0,3.0,50.0,0.0
BBB,2013J,578854,3,0,0,0,0,60,0,323.0,80.66666666666667,3.0
BBB,2013J,578953,1,0,0,0,0,120,0,9.0,50.0,0.0
BBB,2013J,579046,1,0,0,0,0,60,0,18.0,50.0,0.0
BBB,2013J,579050,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,579255,1,0,0,0,0,135,0,142.0,78.0,1.0
BBB,2013J,579256,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,579259,1,0,0,0,0,120,0,67.0,50.0,0.0
BBB,2013J,579279,1,0,0,0,0,60,2,582.0,80.63636363636364,11.0
BBB,2013J,579300,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,579316,2,0,0,0,0,60,2,109.0,80.54545454545455,11.0
BBB,2013J,579448,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,579486,1,1,1,0,0,60,0,47.0,50.0,0.0
BBB,2013J,579549,2,0,0,0,0,60,2,364.0,65.2,10.0
BBB,2013J,579571,1,0,0,0,0,60,2,810.0,77.45454545454545,11.0
BBB,2013J,579575,1,0,0,0,0,75,2,210.0,59.0,10.0
BBB,2013J,579619,1,0,0,0,0,90,2,2719.0,74.81818181818181,11.0
BBB,2013J,579718,1,1,0,0,0,60,1,37.0,50.0,0.0
BBB,2013J,579762,3,1,0,0,0,60,2,522.0,77.81818181818181,11.0
BBB,2013J,580094,1,0,0,0,0,120,2,2259.0,87.81818181818181,11.0
BBB,2013J,580314,2,1,0,0,0,60,1,6.0,50.0,0.0
BBB,2013J,580328,1,1,1,0,0,60,0,135.0,50.0,0.0
BBB,2013J,580346,2,1,0,0,0,60,2,12969.0,95.18181818181819,11.0
BBB,2013J,580360,1,0,0,0,0,60,2,139.0,73.0,10.0
BBB,2013J,580412,1,0,0,0,0,120,0,114.0,77.6,5.0
BBB,2013J,580497,2,0,0,0,0,60,0,76.0,90.0,1.0
BBB,2013J,580540,2,0,0,1,0,120,2,427.0,77.9090909090909,11.0
BBB,2013J,580592,1,0,0,0,0,60,0,328.0,70.85714285714286,7.0
BBB,2013J,580612,1,0,0,0,0,60,2,1554.0,64.8,10.0
BBB,2013J,580646,2,0,0,0,0,60,3,606.0,87.1,10.0
BBB,2013J,580654,3,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,580684,2,0,0,0,0,120,1,318.0,71.5,10.0
BBB,2013J,580854,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,580880,2,0,1,0,0,75,2,1548.0,73.72727272727273,11.0
BBB,2013J,580883,3,0,0,0,0,60,2,2401.0,88.72727272727273,11.0
BBB,2013J,580960,2,1,0,0,0,120,2,1203.0,81.36363636363636,11.0
BBB,2013J,580975,3,0,0,0,0,60,1,251.0,83.0,4.0
BBB,2013J,581016,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,581027,1,0,0,0,0,90,1,91.0,50.0,0.0
BBB,2013J,581038,1,0,0,0,0,120,1,719.0,80.75,4.0
BBB,2013J,581139,1,1,0,0,0,60,2,269.0,85.72727272727273,11.0
BBB,2013J,581235,1,0,0,0,0,120,0,738.0,80.0,6.0
BBB,2013J,581305,2,0,0,0,0,60,1,371.0,74.9090909090909,11.0
BBB,2013J,581431,1,0,0,0,0,75,1,326.0,81.2,10.0
BBB,2013J,581492,1,1,0,0,0,75,0,0.0,50.0,0.0
BBB,2013J,581493,2,1,0,0,0,75,0,0.0,50.0,0.0
BBB,2013J,581530,2,0,0,0,0,60,2,81.0,65.375,8.0
BBB,2013J,581586,3,0,0,0,0,120,2,371.0,78.54545454545455,11.0
BBB,2013J,581625,1,0,0,0,0,60,1,305.0,75.0,1.0
BBB,2013J,581657,1,1,0,0,0,60,2,432.0,61.375,8.0
BBB,2013J,581672,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,581826,2,0,1,1,0,60,0,202.0,80.0,3.0
BBB,2013J,581959,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,582084,2,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,582093,1,1,0,0,0,60,1,31.0,56.0,1.0
BBB,2013J,582123,2,0,0,0,0,60,2,169.0,89.45454545454545,11.0
BBB,2013J,582182,1,0,1,0,0,120,1,0.0,50.0,0.0
BBB,2013J,582184,1,0,0,0,0,120,0,289.0,77.5,6.0
BBB,2013J,582190,1,0,0,0,0,60,1,521.0,81.36363636363636,11.0
BBB,2013J,582218,2,0,0,0,0,120,1,44.0,49.2,5.0
BBB,2013J,582243,1,1,0,0,0,60,0,148.0,80.0,4.0
BBB,2013J,582301,1,0,0,0,0,60,1,336.0,72.875,8.0
BBB,2013J,582305,1,0,1,0,0,120,2,1477.0,91.36363636363636,11.0
BBB,2013J,582333,2,0,0,0,0,120,3,843.0,93.54545454545455,11.0
BBB,2013J,582390,2,0,0,0,0,60,2,471.0,76.25,8.0
BBB,2013J,582394,2,1,0,0,0,75,2,1697.0,77.54545454545455,11.0
BBB,2013J,582404,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,582406,2,0,0,0,0,60,2,118.0,71.71428571428571,7.0
BBB,2013J,582439,2,0,0,0,0,60,1,5.0,50.0,0.0
BBB,2013J,582443,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,582446,3,1,0,0,0,60,2,990.0,82.8,10.0
BBB,2013J,582469,3,1,1,0,0,120,0,0.0,50.0,0.0
BBB,2013J,582474,2,1,0,0,0,60,2,1738.0,85.36363636363636,11.0
BBB,2013J,582574,1,1,0,0,0,60,2,1224.0,81.27272727272727,11.0
BBB,2013J,582578,1,0,0,0,0,60,2,511.0,81.9090909090909,11.0
BBB,2013J,582591,1,0,0,0,0,120,1,2569.0,77.66666666666667,3.0
BBB,2013J,582636,2,0,0,0,0,60,2,242.0,65.5,10.0
BBB,2013J,582650,2,1,0,0,0,60,2,795.0,86.9,10.0
BBB,2013J,582806,3,0,0,1,0,60,0,16.0,50.0,0.0
BBB,2013J,582833,1,1,1,0,0,60,1,87.0,59.81818181818182,11.0
BBB,2013J,582878,2,0,0,1,0,60,2,306.0,72.81818181818181,11.0
BBB,2013J,582940,1,1,0,0,0,60,2,361.0,72.63636363636364,11.0
BBB,2013J,582958,3,1,0,0,0,180,3,1355.0,85.0,11.0
BBB,2013J,582963,2,0,0,0,0,120,0,6.0,50.0,0.0
BBB,2013J,582975,2,0,0,0,0,60,2,539.0,76.0,10.0
BBB,2013J,583007,1,0,1,1,0,60,1,1.0,50.0,0.0
BBB,2013J,583012,1,0,0,1,0,60,2,217.0,67.0,10.0
BBB,2013J,583021,2,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583039,2,0,0,0,0,60,2,843.0,79.2,10.0
BBB,2013J,583065,3,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583098,1,1,0,0,0,60,1,454.0,52.09090909090909,11.0
BBB,2013J,583113,2,0,0,0,0,120,1,550.0,72.9090909090909,11.0
BBB,2013J,583142,1,0,0,0,0,60,0,384.0,79.9,10.0
BBB,2013J,583170,2,0,1,0,0,60,3,930.0,92.36363636363636,11.0
BBB,2013J,583179,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583191,2,0,0,0,0,60,2,330.0,74.3,10.0
BBB,2013J,583235,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583240,2,0,0,1,0,120,1,441.0,72.75,8.0
BBB,2013J,583255,1,0,0,0,0,60,0,226.0,83.0,3.0
BBB,2013J,583301,1,0,0,0,0,120,1,2.0,50.0,0.0
BBB,2013J,583333,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583367,2,0,0,0,0,60,1,25.0,50.0,0.0
BBB,2013J,583429,3,1,1,0,0,90,0,0.0,50.0,0.0
BBB,2013J,583433,3,1,0,0,0,60,2,3567.0,88.9090909090909,11.0
BBB,2013J,583459,1,0,0,0,0,120,2,413.0,84.9,10.0
BBB,2013J,583473,1,1,1,0,0,120,2,617.0,69.0,9.0
BBB,2013J,583534,2,0,0,0,0,60,1,49.0,50.0,0.0
BBB,2013J,583598,1,0,0,0,0,60,1,196.0,67.0,1.0
BBB,2013J,583609,1,0,0,0,0,90,2,1256.0,89.72727272727273,11.0
BBB,2013J,583645,2,0,0,0,0,90,2,1154.0,89.4,10.0
BBB,2013J,583708,2,1,0,0,0,60,2,345.0,83.36363636363636,11.0
BBB,2013J,583832,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583873,1,1,1,0,0,180,2,1412.0,90.3,10.0
BBB,2013J,583964,1,1,0,0,0,60,2,285.0,67.36363636363636,11.0
BBB,2013J,583967,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,583970,2,0,0,0,0,60,3,499.0,88.36363636363636,11.0
BBB,2013J,583977,2,1,1,0,0,60,1,178.0,57.90909090909091,11.0
BBB,2013J,584042,1,1,0,0,0,120,2,993.0,60.0,10.0
BBB,2013J,584178,2,0,0,0,0,60,2,306.0,80.45454545454545,11.0
BBB,2013J,584223,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,584238,1,0,0,0,0,60,1,83.0,59.0,1.0
BBB,2013J,584325,1,0,0,0,0,60,0,1021.0,68.25,8.0
BBB,2013J,584342,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,584374,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,584408,1,1,0,0,0,60,1,119.0,70.5,10.0
BBB,2013J,584534,1,1,0,1,0,120,0,0.0,50.0,0.0
BBB,2013J,584580,1,0,0,0,0,60,2,107.0,53.5,8.0
BBB,2013J,584588,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,584611,2,0,0,0,0,120,1,133.0,62.0,8.0
BBB,2013J,584676,2,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,584735,2,0,1,0,0,60,0,142.0,70.5,4.0
BBB,2013J,584762,1,0,0,0,0,120,0,409.0,85.0,1.0
BBB,2013J,584766,2,1,0,0,0,120,2,979.0,88.9,10.0
BBB,2013J,584813,2,0,1,0,0,60,2,374.0,88.45454545454545,11.0
BBB,2013J,584892,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,585004,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,585074,1,1,0,0,0,60,1,17.0,37.5,4.0
BBB,2013J,585170,1,0,1,0,0,60,2,593.0,79.81818181818181,11.0
BBB,2013J,585200,1,0,0,0,0,60,3,512.0,87.9090909090909,11.0
BBB,2013J,585212,2,0,0,0,0,120,2,429.0,84.36363636363636,11.0
BBB,2013J,585342,1,0,0,0,0,120,0,0.0,50.0,0.0
BBB,2013J,585355,1,1,0,0,0,60,1,0.0,50.0,0.0
BBB,2013J,585406,1,1,0,0,0,60,2,217.0,75.33333333333333,9.0
BBB,2013J,585459,1,1,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,585461,2,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,585603,2,0,0,0,0,60,2,384.0,86.6,10.0
BBB,2013J,585611,3,1,0,0,0,60,2,680.0,78.18181818181819,11.0
BBB,2013J,585618,1,0,0,0,0,60,0,0.0,50.0,0.0
BBB,2013J,585644,1,1,1,0,0,120,2,111.0,84.22222222222223,9.0
BBB,2013J,585652,1,0,1,0,0,60,2,136.0,78.88888888888889,9.0
BBB,2013J,585693,1,1,0,0,0,60,2,11619.0,87.63636363636364,11.0
BBB,2013J,585764,1,0,0,1,0,60,0,99.0,50.0,0.0
BBB,2013J,585779,1,0,0,0,0,60,2,1188.0,79.18181818181819,11.0
BBB,2013J,585790,3,1,0,0,0,120,1,0.0,50.0,0.0
BBB,2013J,585816,1,0,0,0,0,120,1,101.0,64.28571428571429,7.0
BBB,2013J,585915,2,0,0,1,0,60,1,1.0,50.0,0.0
BBB,2013J,585963,2,0,0,1,0,60,1,89.0,75.0,5.0
BBB,2013J,586072,1,0,0,0,0,60,1,160.0,68.0,3.0
BBB,2013J,586078,2,0,0,0,0,60,2,119.0,59.5,10.0
BBB,2013J,586145,2,0,0,0,0,60,1,303.0,75.57142857142857,7.0
BBB,2013J,586165,2,0,0,0,0,120,1,166.0,81.7,10.0
BBB,2013J,586346,2,0,0,0,0,120,2,2386.0,74.45454545454545,11.0
BBB,2013J,586393,1,0,0,0,0,60,1,0.0,50.0,0.0
