code_module,code_presentation,id_student,final_result,mean_score,delta,num_weeks,archetype
BBB,2013B,561166,Distinction,31.81875,-4.837499999999999,32.0,Steady Engager
BBB,2013B,561167,Pass,32.7625,-0.2875000000000014,32.0,Steady Engager
BBB,2013B,561343,Pass,26.678571428571427,-7.614285714285717,28.0,Steady Engager
BBB,2013B,561366,Withdrawn,27.9,-4.800000000000001,8.0,Early Dropout
BBB,2013B,561437,Pass,24.528571428571432,-5.828571428571433,28.0,Steady Engager
BBB,2013B,561444,Pass,30.615624999999998,-2.856250000000003,32.0,Steady Engager
BBB,2013B,561445,Pass,30.646666666666665,-8.10666666666667,30.0,Steady Engager
BBB,2013B,561448,Pass,27.23125,0.5375000000000014,16.0,Steady Engager
BBB,2013B,561452,Distinction,33.92121212121212,-3.0889705882352985,33.0,Steady Engager
BBB,2013B,561455,Pass,28.082608695652173,-7.246969696969693,23.0,Steady Engager
BBB,2013B,561458,Pass,24.58275862068966,-4.355714285714285,29.0,Steady Engager
BBB,2013B,561459,Distinction,28.93043478260869,-7.573484848484846,23.0,Steady Engager
BBB,2013B,561461,Pass,23.433333333333334,-7.542279411764703,33.0,Steady Engager
BBB,2013B,561711,Fail,26.266666666666662,-4.535714285714288,15.0,Steady Engager
BBB,2013B,561713,Pass,31.241176470588243,2.4861111111111143,17.0,Steady Engager
BBB,2013B,561715,Fail,21.88888888888889,-5.822222222222223,18.0,Steady Engager
BBB,2013B,561716,Pass,28.580000000000002,-12.96,20.0,Declining Engager
BBB,2013B,561718,Fail,23.2,8.700000000000003,3.0,Steady Engager
BBB,2013B,562465,Pass,29.017241379310345,-5.324761904761903,29.0,Steady Engager
BBB,2013B,562489,Distinction,28.13999999999999,-6.146666666666672,30.0,Steady Engager
BBB,2013B,562494,Withdrawn,19.983333333333334,-4.366666666666667,6.0,Early Dropout
BBB,2013B,562495,Fail,24.80384615384615,-4.42307692307692,26.0,Steady Engager
BBB,2013B,563157,Withdrawn,19.833333333333332,1.9333333333333336,6.0,Early Dropout
BBB,2013B,563330,Pass,27.478571428571428,-7.214285714285719,28.0,Steady Engager
BBB,2013B,563363,Pass,21.976923076923075,5.590476190476192,13.0,Steady Engager
BBB,2013B,563874,Distinction,34.96666666666666,-6.7132352941176485,33.0,Steady Engager
BBB,2013B,563877,Pass,24.592857142857145,-2.2714285714285687,28.0,Steady Engager
BBB,2013B,563878,Pass,32.10625,-4.3374999999999915,32.0,Steady Engager
BBB,2013B,563879,Pass,22.771428571428572,0.441818181818185,21.0,Steady Engager
BBB,2013B,565870,Fail,31.349999999999998,-1.1999999999999993,16.0,Steady Engager
BBB,2013B,1008675,Pass,37.07714285714286,-5.019934640522877,35.0,Steady Engager
BBB,2013B,1098728,Fail,26.861904761904757,-0.8554545454545455,21.0,Steady Engager
BBB,2013B,1413989,Withdrawn,30.340000000000003,7.983333333333338,5.0,Early Dropout
BBB,2013B,1436591,Distinction,31.496875000000003,-0.8437499999999964,32.0,Steady Engager
BBB,2013B,1480800,Pass,24.904545454545453,-0.3727272727272677,22.0,Steady Engager
BBB,2013B,1493476,Pass,23.73,-1.120000000000001,20.0,Steady Engager
BBB,2013B,1521540,Distinction,39.505714285714284,8.72679738562092,35.0,Steady Engager
BBB,2013B,1536591,Withdrawn,31.39285714285714,-14.24285714285714,14.0,Declining Engager
BBB,2013B,1574398,Distinction,50.254285714285714,-4.789869281045746,35.0,Steady Engager
BBB,2013B,1659662,Pass,28.096666666666668,0.8599999999999959,30.0,Steady Engager
BBB,2013B,1678401,Pass,28.360000000000003,-3.9800000000000075,20.0,Steady Engager
BBB,2013B,1721462,Pass,26.386956521739133,-1.5409090909090857,23.0,Steady Engager
BBB,2013B,1728437,Pass,25.11111111111111,-2.044444444444448,18.0,Steady Engager
BBB,2013B,1730702,Withdrawn,27.073333333333327,-7.57678571428572,15.0,Steady Engager
BBB,2013B,1747892,Distinction,40.25714285714287,-8.535947712418299,35.0,Steady Engager
BBB,2013B,1753965,Pass,39.61714285714285,0.6738562091503155,35.0,Steady Engager
BBB,2013B,1770733,Pass,25.77777777777778,-0.38406593406593714,27.0,Steady Engager
BBB,2013B,1771053,Withdrawn,33.6125,-1.0249999999999986,8.0,Early Dropout
BBB,2013B,1776925,Fail,26.028571428571436,6.699999999999996,7.0,Steady Engager
BBB,2013B,1789199,Pass,28.828571428571426,3.8571428571428577,28.0,Steady Engager
BBB,2013B,1797614,Distinction,29.984375,6.831249999999997,32.0,Steady Engager
BBB,2013B,1847146,Pass,30.924999999999997,-7.574999999999999,32.0,Steady Engager
BBB,2013B,1858523,Withdrawn,24.83157894736842,-10.094444444444445,19.0,Declining Engager
BBB,2013B,1903527,Distinction,33.264705882352935,-5.870588235294111,34.0,Steady Engager
BBB,2013B,1904710,Withdrawn,29.78571428571429,-1.716666666666665,7.0,Early Dropout
BBB,2013B,1912438,Pass,32.05714285714286,1.1428571428571423,28.0,Steady Engager
BBB,2013B,1923618,Distinction,44.67142857142858,-2.8807189542483727,35.0,Steady Engager
BBB,2013B,1930254,Fail,26.2,0.0,1.0,Steady Engager
BBB,2013B,1930367,Distinction,27.072222222222223,-2.099999999999998,18.0,Steady Engager
BBB,2013B,1937864,Pass,19.6,-4.783333333333331,7.0,Steady Engager
BBB,2013B,1971393,Pass,28.490000000000002,2.8200000000000003,30.0,Steady Engager
BBB,2013B,1993672,Withdrawn,24.013333333333332,-11.841071428571428,15.0,Declining Engager
BBB,2013B,1997796,Distinction,25.384615384615383,-5.569230769230767,26.0,Steady Engager
BBB,2013B,2019837,Withdrawn,27.08461538461538,-3.5571428571428605,13.0,Steady Engager
BBB,2013B,2023366,Pass,31.308823529411764,-4.452941176470585,34.0,Steady Engager
BBB,2013B,2034350,Withdrawn,52.171428571428564,-15.449999999999996,7.0,Early Dropout
BBB,2013B,2035022,Pass,17.554545454545455,-1.4033333333333324,11.0,Steady Engager
BBB,2013B,2076177,Withdrawn,16.933333333333334,5.299999999999999,3.0,Early Dropout
BBB,2013B,2092834,Pass,44.5,-10.04888888888889,19.0,Declining Engager
BBB,2013B,2097916,Distinction,46.41428571428571,-4.638888888888893,35.0,Steady Engager
BBB,2013B,2132811,Pass,26.48620689655172,-2.1671428571428564,29.0,Steady Engager
BBB,2013B,2173572,Pass,27.43478260869565,-4.097727272727273,23.0,Steady Engager
BBB,2013B,2205383,Fail,45.018181818181816,-2.8158088235294088,33.0,Steady Engager
BBB,2013B,2210318,Distinction,22.080000000000005,2.2799999999999976,10.0,Steady Engager
BBB,2013B,2216178,Fail,13.4,0.0,1.0,Steady Engager
BBB,2013B,2231614,Distinction,29.99375,-9.912500000000001,32.0,Steady Engager
BBB,2013B,2236738,Distinction,32.690625,-7.481249999999996,32.0,Steady Engager
BBB,2013B,2243551,Fail,18.954545454545457,1.4200000000000053,11.0,Steady Engager
BBB,2013B,2244724,Fail,22.505555555555553,-1.5000000000000036,18.0,Steady Engager
BBB,2013B,2249372,Pass,40.54857142857142,-2.7650326797385674,35.0,Steady Engager
BBB,2013B,2254619,Pass,30.299999999999994,0.06862745098039014,35.0,Steady Engager
BBB,2013B,2265234,Withdrawn,19.1,-12.599999999999998,2.0,Early Dropout
BBB,2013B,2269480,Distinction,22.839130434782607,-2.59090909090909,23.0,Steady Engager
BBB,2013B,2273828,Withdrawn,30.935714285714283,-10.128571428571423,28.0,Declining Engager
BBB,2013B,2279538,Fail,27.05,-5.899999999999999,2.0,Steady Engager
BBB,2013B,2280038,Fail,18.942857142857147,-14.275000000000006,7.0,Declining Engager
BBB,2013B,2288607,Distinction,33.034375,-3.7312499999999993,32.0,Steady Engager
BBB,2013B,2290090,Pass,23.49259259259259,-6.556593406593404,27.0,Steady Engager
BBB,2013B,2291598,Pass,32.8875,-6.237499999999997,32.0,Steady Engager
BBB,2013B,2293443,Distinction,41.11470588235294,-7.052941176470597,34.0,Steady Engager
BBB,2013B,2296749,Pass,21.86,-5.191071428571426,15.0,Steady Engager
BBB,2013B,2300911,Withdrawn,24.715384615384615,-3.283333333333335,13.0,Steady Engager
BBB,2013B,2301111,Withdrawn,18.35,-4.9,2.0,Early Dropout
BBB,2013B,2302925,Withdrawn,47.90000000000001,-20.628571428571433,14.0,Declining Engager
BBB,2013B,2303034,Fail,26.066666666666666,-5.699999999999999,12.0,Steady Engager
BBB,2013B,2308528,Pass,29.569230769230767,-11.07692307692307,26.0,Declining Engager
BBB,2013B,2322046,Withdrawn,27.414285714285718,-7.208333333333329,7.0,Early Dropout
BBB,2013B,2322342,Distinction,31.607407407407408,-2.6708791208791176,27.0,Steady Engager
BBB,2013B,2327072,Pass,21.136,1.6878205128205082,25.0,Steady Engager
BBB,2013B,2336550,Pass,24.910526315789475,-3.801111111111112,19.0,Steady Engager
BBB,2013B,2340190,Fail,22.3,0.0,1.0,Steady Engager
BBB,2013B,2366070,Withdrawn,26.64545454545454,-9.083333333333336,11.0,Steady Engager
BBB,2013B,2375144,Withdrawn,31.369230769230764,-12.747619047619047,13.0,Declining Engager
BBB,2013B,2376628,Pass,20.518749999999997,1.3125000000000036,16.0,Steady Engager
BBB,2013B,2377567,Distinction,30.81764705882353,-10.34117647058823,34.0,Declining Engager
BBB,2013B,2380539,Pass,28.887499999999996,-10.537500000000001,32.0,Declining Engager
BBB,2013B,2384819,Distinction,23.266666666666666,-4.483333333333327,24.0,Steady Engager
BBB,2013B,2395222,Fail,28.1,-1.1666666666666607,5.0,Steady Engager
BBB,2013B,2415962,Withdrawn,13.9,-2.0,2.0,Early Dropout
BBB,2013B,2418877,Withdrawn,35.54545454545455,-6.773333333333326,11.0,Steady Engager
BBB,2013B,2422639,Withdrawn,19.5,0.0,1.0,Early Dropout
BBB,2013B,2423078,Withdrawn,14.8,0.0,1.0,Early Dropout
BBB,2013B,2425726,Withdrawn,34.82222222222222,-10.309999999999999,9.0,Early Dropout
BBB,2013B,2439201,Pass,26.792,-2.980128205128203,25.0,Steady Engager
BBB,2013B,2442685,Pass,24.96,5.433333333333337,5.0,Steady Engager
BBB,2013B,2444088,Distinction,32.3125,-4.775000000000002,32.0,Steady Engager
BBB,2013B,2444703,Fail,28.833333333333332,5.010000000000002,9.0,Steady Engager
BBB,2013B,2445088,Withdrawn,25.972727272727273,-11.673333333333328,11.0,Declining Engager
BBB,2013B,2445949,Fail,20.5,-9.200000000000001,2.0,Steady Engager
BBB,2013B,2446144,Pass,23.733333333333334,-0.600000000000005,18.0,Steady Engager
BBB,2013B,2458984,Pass,23.777777777777775,5.404999999999998,9.0,Steady Engager
BBB,2013B,2464963,Pass,26.049999999999997,-4.190909090909088,22.0,Steady Engager
BBB,2013B,2466123,Withdrawn,19.05,-7.5,2.0,Early Dropout
BBB,2013B,2470672,Fail,32.099999999999994,-17.75454545454545,21.0,Declining Engager
BBB,2013B,2474493,Pass,22.46875,-2.387500000000003,16.0,Steady Engager
BBB,2013B,2475780,Pass,21.752941176470586,-4.197222222222223,17.0,Steady Engager
BBB,2013B,2476649,Pass,26.96,-9.980769230769226,25.0,Steady Engager
BBB,2013B,2481224,Pass,36.828125,-9.868750000000006,32.0,Steady Engager
BBB,2013B,2481765,Pass,25.041379310344826,-6.369047619047617,29.0,Steady Engager
BBB,2013B,2483179,Distinction,38.796969696969704,-11.750000000000007,33.0,Declining Engager
BBB,2013B,2483568,Pass,31.312121212121212,-8.784558823529412,33.0,Steady Engager
BBB,2013B,2487541,Distinction,33.46875,-6.400000000000006,32.0,Steady Engager
BBB,2013B,2498299,Distinction,28.178125,9.493749999999999,32.0,Steady Engager
BBB,2013B,2512392,Withdrawn,39.38181818181818,-10.490909090909092,22.0,Declining Engager
BBB,2013B,2517864,Pass,21.985714285714288,-0.6857142857142868,28.0,Steady Engager
BBB,2013B,2518653,Distinction,27.3875,-5.737500000000004,32.0,Steady Engager
BBB,2013B,2521745,Fail,26.46,2.960000000000001,10.0,Steady Engager
BBB,2013B,2522093,Distinction,45.834285714285706,13.346078431372547,35.0,Late Recoverer
BBB,2013B,2524127,Pass,22.790909090909086,1.436363636363641,22.0,Steady Engager
BBB,2013B,2528966,Pass,23.934782608695652,-8.767424242424244,23.0,Steady Engager
BBB,2013B,2531031,Pass,32.012121212121215,-2.281617647058823,33.0,Steady Engager
BBB,2013B,2535788,Fail,37.583333333333336,-5.5,6.0,Steady Engager
BBB,2013B,2540362,Fail,26.8,-13.639999999999993,11.0,Declining Engager
BBB,2013B,2540746,Withdrawn,19.95,-14.5,2.0,Early Dropout
BBB,2013B,2541120,Distinction,23.63809523809524,3.375454545454552,21.0,Steady Engager
BBB,2013B,2553749,Withdrawn,27.244444444444444,-9.601648351648354,27.0,Steady Engager
BBB,2013B,2560219,Fail,23.8375,-8.725000000000001,8.0,Steady Engager
BBB,2013B,2569163,Distinction,29.234482758620693,-2.722857142857144,29.0,Steady Engager
BBB,2013B,2571447,Fail,26.116666666666664,-18.433333333333334,6.0,Declining Engager
BBB,2013B,2572118,Fail,22.066666666666666,-7.800000000000001,6.0,Steady Engager
BBB,2013B,2575914,Withdrawn,31.36842105263157,-22.564444444444447,19.0,Declining Engager
BBB,2013B,2578567,Fail,25.435714285714287,-7.699999999999999,14.0,Steady Engager
BBB,2013B,2579459,Distinction,25.24,-1.0266666666666637,30.0,Steady Engager
BBB,2013B,2580439,Pass,25.58125,-5.9375000000000036,16.0,Steady Engager
BBB,2013B,2581528,Pass,23.862962962962964,-1.6291208791208867,27.0,Steady Engager
BBB,2013B,2591421,Withdrawn,25.595454545454547,3.0999999999999943,22.0,Steady Engager
BBB,2013B,2598220,Fail,20.9,0.0,1.0,Steady Engager
BBB,2013B,2602809,Pass,49.677419354838705,-15.582499999999996,31.0,Declining Engager
BBB,2013B,2608235,Pass,24.600000000000005,-2.725416666666664,31.0,Steady Engager
BBB,2013B,2608453,Fail,29.59545454545454,-8.009090909090911,22.0,Steady Engager
BBB,2013B,2612483,Distinction,27.16363636363636,-2.200000000000003,22.0,Steady Engager
BBB,2013B,2616787,Pass,27.252,0.7410256410256437,25.0,Steady Engager
BBB,2013B,2617596,Distinction,41.852941176470594,-2.5411764705882405,34.0,Steady Engager
BBB,2013B,2617999,Pass,33.065625,-5.581250000000001,32.0,Steady Engager
BBB,2013B,2620178,Distinction,26.73333333333333,2.533333333333335,24.0,Steady Engager
BBB,2013B,2622465,Pass,37.93529411764706,-2.8117647058823465,34.0,Steady Engager
BBB,2013B,2626410,Withdrawn,30.131818181818186,-7.9363636363636445,22.0,Steady Engager
BBB,2013B,2635505,Pass,27.112,-4.031410256410254,25.0,Steady Engager
BBB,2013B,2635829,Distinction,37.95588235294118,-4.382352941176471,34.0,Steady Engager
BBB,2013B,2639611,Pass,24.666666666666668,1.692727272727275,21.0,Steady Engager
BBB,2013B,2641393,Pass,32.296969696969704,-4.458455882352943,33.0,Steady Engager
BBB,2013B,2642029,Distinction,32.333333333333336,-0.45698529411764355,33.0,Steady Engager
BBB,2013B,2645061,Pass,33.53448275862069,-11.450476190476188,29.0,Declining Engager
BBB,2013B,2649947,Pass,26.294736842105266,6.217777777777776,19.0,Steady Engager
BBB,2013B,2654302,Pass,21.050000000000004,0.060000000000002274,10.0,Steady Engager
BBB,2013B,2664301,Fail,20.575000000000003,-9.850000000000001,4.0,Steady Engager
BBB,2013B,2680770,Withdrawn,28.954545454545453,5.746666666666663,11.0,Steady Engager
BBB,2013B,2685831,Pass,31.75483870967742,-3.277916666666666,31.0,Steady Engager
BBB,2013B,2692384,Pass,30.8969696969697,-3.706249999999997,33.0,Steady Engager
BBB,2013J,23798,Distinction,27.042424242424243,-3.7878676470588246,33.0,Steady Engager
BBB,2013J,27759,Fail,23.75714285714286,-2.942857142857136,28.0,Steady Engager
BBB,2013J,30091,Pass,27.610344827586207,-5.172380952380944,29.0,Steady Engager
BBB,2013J,31014,Withdrawn,26.96666666666666,-14.25892857142857,15.0,Declining Engager
BBB,2013J,31849,Pass,25.214285714285715,-2.088235294117645,35.0,Steady Engager
BBB,2013J,37622,Pass,27.859999999999996,-2.6400000000000006,20.0,Steady Engager
BBB,2013J,38234,Fail,25.4,7.333333333333332,5.0,Steady Engager
BBB,2013J,47855,Withdrawn,15.799999999999999,-14.799999999999999,4.0,Early Dropout
BBB,2013J,48040,Pass,36.98157894736842,-4.310526315789474,38.0,Steady Engager
BBB,2013J,48503,Pass,23.03478260869565,-4.96893939393939,23.0,Steady Engager
BBB,2013J,51301,Withdrawn,43.142857142857146,-12.93333333333333,7.0,Early Dropout
BBB,2013J,52797,Pass,28.317857142857143,-3.1499999999999986,28.0,Steady Engager
BBB,2013J,52899,Pass,34.874193548387105,-7.993750000000002,31.0,Steady Engager
BBB,2013J,53360,Withdrawn,17.9,0.0,1.0,Early Dropout
BBB,2013J,55026,Pass,21.238095238095237,4.807272727272732,21.0,Steady Engager
BBB,2013J,56340,Fail,15.4,0.0,1.0,Steady Engager
BBB,2013J,56789,Pass,22.338095238095242,6.888181818181824,21.0,Steady Engager
BBB,2013J,57079,Fail,30.66296296296296,-4.418131868131873,27.0,Steady Engager
BBB,2013J,63044,Fail,31.0,8.049999999999997,8.0,Steady Engager
BBB,2013J,68556,Fail,29.2,-1.6666666666666679,5.0,Steady Engager
BBB,2013J,73489,Pass,34.28333333333333,0.7666666666666657,36.0,Steady Engager
BBB,2013J,74585,Distinction,44.60540540540541,-6.523976608187141,37.0,Steady Engager
BBB,2013J,78255,Withdrawn,30.028571428571432,-11.266666666666673,7.0,Early Dropout
BBB,2013J,80717,Distinction,40.9948717948718,0.6057894736842044,39.0,Steady Engager
BBB,2013J,84812,Pass,24.073913043478264,-5.13787878787879,23.0,Steady Engager
BBB,2013J,86291,Fail,24.599999999999998,-9.916666666666664,7.0,Steady Engager
BBB,2013J,90243,Pass,27.379166666666666,-6.058333333333334,24.0,Steady Engager
BBB,2013J,96475,Pass,23.733333333333334,-4.276785714285715,15.0,Steady Engager
BBB,2013J,97567,Pass,22.142857142857142,0.3681818181818137,21.0,Steady Engager
BBB,2013J,98268,Pass,27.824137931034485,-3.2123809523809577,29.0,Steady Engager
BBB,2013J,98720,Pass,23.505000000000003,-3.389999999999997,20.0,Steady Engager
BBB,2013J,100282,Withdrawn,19.580000000000002,-3.5333333333333314,5.0,Early Dropout
BBB,2013J,105527,Pass,26.605555555555554,-2.200000000000003,36.0,Steady Engager
BBB,2013J,105851,Pass,24.27619047619048,-2.355454545454549,21.0,Steady Engager
BBB,2013J,105883,Pass,42.33333333333333,-2.388888888888893,36.0,Steady Engager
BBB,2013J,106588,Distinction,27.80625,-2.275000000000002,32.0,Steady Engager
BBB,2013J,108118,Pass,21.924999999999997,-4.649999999999999,16.0,Steady Engager
BBB,2013J,108760,Fail,29.242105263157896,-7.815555555555555,19.0,Steady Engager
BBB,2013J,109372,Pass,32.21714285714285,-3.432352941176468,35.0,Steady Engager
BBB,2013J,109782,Withdrawn,24.785714285714285,7.285714285714281,14.0,Steady Engager
BBB,2013J,111942,Pass,32.379411764705885,0.9705882352941231,34.0,Steady Engager
BBB,2013J,119898,Pass,23.571428571428577,-2.3999999999999986,14.0,Steady Engager
BBB,2013J,123716,Pass,33.63513513513512,-8.218713450292395,37.0,Steady Engager
BBB,2013J,124909,Pass,33.60000000000001,-3.746052631578955,39.0,Steady Engager
BBB,2013J,128386,Fail,16.700000000000003,5.49,9.0,Steady Engager
BBB,2013J,128889,Pass,52.246153846153845,-5.010789473684213,39.0,Steady Engager
BBB,2013J,131051,Pass,29.15555555555556,2.4888888888888907,36.0,Steady Engager
BBB,2013J,132626,Withdrawn,28.075,-18.474999999999998,16.0,Declining Engager
BBB,2013J,134563,Pass,41.328947368421055,-6.584210526315786,38.0,Steady Engager
BBB,2013J,138289,Fail,26.428571428571427,-3.2481818181818163,21.0,Steady Engager
BBB,2013J,138920,Fail,25.02142857142857,-3.3000000000000007,14.0,Steady Engager
BBB,2013J,139549,Pass,22.533333333333328,0.1777777777777736,18.0,Steady Engager
BBB,2013J,141949,Pass,23.709677419354836,-1.7766666666666637,31.0,Steady Engager
BBB,2013J,146165,Pass,21.326666666666664,-2.119642857142857,15.0,Steady Engager
BBB,2013J,146600,Pass,19.90869565217391,-1.917424242424243,23.0,Steady Engager
BBB,2013J,151800,Fail,22.98,3.883333333333333,5.0,Steady Engager
BBB,2013J,151917,Fail,28.899999999999995,3.053333333333331,30.0,Steady Engager
BBB,2013J,152867,Withdrawn,22.1,-23.599999999999998,2.0,Early Dropout
BBB,2013J,153704,Fail,20.433333333333334,1.75,15.0,Steady Engager
BBB,2013J,154011,Pass,23.96521739130435,7.70454545454546,23.0,Steady Engager
BBB,2013J,154570,Withdrawn,62.5,-5.92638888888888,17.0,Steady Engager
BBB,2013J,156311,Pass,25.985714285714288,-2.56636363636364,21.0,Steady Engager
BBB,2013J,157060,Pass,22.326666666666668,3.2910714285714278,15.0,Steady Engager
BBB,2013J,157795,Pass,29.860606060606063,-7.355882352941183,33.0,Steady Engager
BBB,2013J,161491,Distinction,30.892,-2.130769230769225,25.0,Steady Engager
BBB,2013J,165823,Withdrawn,29.599999999999998,5.25,3.0,Early Dropout
BBB,2013J,169213,Pass,23.25357142857143,1.192857142857136,28.0,Steady Engager
BBB,2013J,174222,Pass,25.45,1.2200000000000024,20.0,Steady Engager
BBB,2013J,174440,Fail,25.8,-3.3999999999999986,10.0,Steady Engager
BBB,2013J,174487,Pass,25.152173913043477,-1.5378787878787818,23.0,Steady Engager
BBB,2013J,178738,Fail,22.887500000000003,-2.3249999999999993,8.0,Steady Engager
BBB,2013J,178963,Pass,20.890000000000004,0.09999999999999432,10.0,Steady Engager
BBB,2013J,179254,Fail,21.640000000000004,3.3999999999999986,5.0,Steady Engager
BBB,2013J,182661,Pass,21.4,0.0,1.0,Steady Engager
BBB,2013J,188026,Fail,26.069230769230767,-2.5846153846153825,26.0,Steady Engager
BBB,2013J,189095,Fail,29.0,-20.142857142857142,14.0,Declining Engager
BBB,2013J,191269,Pass,29.84333333333333,-8.68666666666666,30.0,Steady Engager
BBB,2013J,193215,Fail,29.72222222222222,-5.539999999999996,9.0,Steady Engager
BBB,2013J,195096,Pass,26.37777777777778,-0.28888888888888786,18.0,Steady Engager
BBB,2013J,195938,Distinction,23.486956521739128,5.219696969696969,23.0,Steady Engager
BBB,2013J,197240,Pass,24.352941176470587,-7.927777777777777,17.0,Steady Engager
BBB,2013J,197412,Pass,26.6047619047619,-3.599090909090908,21.0,Steady Engager
BBB,2013J,197759,Pass,33.955555555555556,-5.522222222222226,36.0,Steady Engager
BBB,2013J,198339,Withdrawn,19.6125,-9.475000000000003,8.0,Early Dropout
BBB,2013J,199029,Distinction,23.789655172413788,1.5680952380952355,29.0,Steady Engager
BBB,2013J,199663,Pass,24.175,1.2666666666666728,24.0,Steady Engager
BBB,2013J,202879,Fail,25.5,-4.916666666666664,5.0,Steady Engager
BBB,2013J,203640,Pass,20.280952380952378,-1.0100000000000016,21.0,Steady Engager
BBB,2013J,205788,Pass,32.67297297297298,-6.814327485380126,37.0,Steady Engager
BBB,2013J,227416,Fail,27.150000000000002,6.800000000000001,4.0,Steady Engager
BBB,2013J,230081,Pass,28.73030303030303,-2.0886029411764717,33.0,Steady Engager
BBB,2013J,231959,Withdrawn,25.454545454545453,-6.426666666666669,11.0,Steady Engager
BBB,2013J,233317,Pass,30.58846153846154,-3.053846153846152,26.0,Steady Engager
BBB,2013J,233752,Pass,50.59230769230769,-6.675789473684219,39.0,Steady Engager
BBB,2013J,233957,Fail,22.705882352941178,5.654166666666669,17.0,Steady Engager
BBB,2013J,234929,Fail,24.11764705882353,3.102777777777778,17.0,Steady Engager
BBB,2013J,240993,Pass,34.397142857142846,0.3032679738562081,35.0,Steady Engager
BBB,2013J,241338,Fail,21.78888888888889,-5.059999999999999,9.0,Steady Engager
BBB,2013J,242149,Fail,15.525000000000002,-7.550000000000001,4.0,Steady Engager
BBB,2013J,242893,Withdrawn,23.87,-4.139999999999997,10.0,Early Dropout
BBB,2013J,243851,Pass,34.17435897435898,-2.010263157894741,39.0,Steady Engager
BBB,2013J,243909,Fail,20.533333333333335,8.3,3.0,Steady Engager
BBB,2013J,243992,Pass,19.080952380952382,-6.31727272727273,21.0,Steady Engager
BBB,2013J,245987,Pass,17.92,6.84,10.0,Steady Engager
BBB,2013J,247902,Pass,27.28,-8.692307692307693,25.0,Steady Engager
BBB,2013J,248653,Distinction,28.351612903225806,-5.609166666666667,31.0,Steady Engager
BBB,2013J,248716,Pass,25.96363636363636,2.5985294117647015,33.0,Steady Engager
BBB,2013J,248800,Withdrawn,31.7,1.9499999999999957,3.0,Early Dropout
BBB,2013J,251815,Fail,23.9,9.3,4.0,Steady Engager
BBB,2013J,252257,Pass,24.93478260869565,-2.8431818181818223,23.0,Steady Engager
BBB,2013J,252652,Withdrawn,30.472727272727276,3.543333333333333,11.0,Steady Engager
BBB,2013J,253577,Pass,31.41142857142857,-5.788235294117651,35.0,Steady Engager
BBB,2013J,256998,Pass,26.738461538461536,-1.259523809523806,13.0,Steady Engager
BBB,2013J,258035,Distinction,33.37941176470589,-3.2764705882352914,34.0,Steady Engager
BBB,2013J,260179,Pass,20.96666666666667,0.8333333333333286,12.0,Steady Engager
BBB,2013J,261332,Fail,24.83,2.1799999999999997,10.0,Steady Engager
BBB,2013J,261466,Pass,28.07777777777778,2.4777777777777814,36.0,Steady Engager
BBB,2013J,262639,Pass,25.853846153846156,-7.1846153846153875,26.0,Steady Engager
BBB,2013J,264152,Pass,37.234210526315785,-3.2368421052631575,38.0,Steady Engager
BBB,2013J,264744,Pass,28.017647058823528,0.7416666666666671,17.0,Steady Engager
BBB,2013J,265170,Fail,31.500000000000007,-12.960000000000004,10.0,Declining Engager
BBB,2013J,266331,Distinction,29.551515151515154,-5.723529411764705,33.0,Steady Engager
BBB,2013J,266564,Pass,25.77,3.3599999999999994,20.0,Steady Engager
BBB,2013J,266744,Withdrawn,30.264285714285712,-4.585714285714289,14.0,Steady Engager
BBB,2013J,268589,Pass,33.84571428571429,-19.973202614379087,35.0,Declining Engager
BBB,2013J,269082,Distinction,34.58918918918919,3.20292397660819,37.0,Steady Engager
BBB,2013J,269204,Pass,35.09705882352941,0.6647058823529406,34.0,Steady Engager
BBB,2013J,270646,Pass,24.15384615384615,2.4833333333333343,13.0,Steady Engager
BBB,2013J,271346,Withdrawn,28.899999999999995,-12.599999999999998,3.0,Early Dropout
BBB,2013J,272172,Fail,30.188888888888886,-9.515,9.0,Steady Engager
BBB,2013J,272617,Withdrawn,19.883333333333336,1.2333333333333343,6.0,Early Dropout
BBB,2013J,274247,Fail,21.599999999999998,3.599999999999998,14.0,Steady Engager
BBB,2013J,274971,Pass,22.909523809523805,2.690909090909088,21.0,Steady Engager
BBB,2013J,276925,Withdrawn,26.263157894736846,7.719999999999999,19.0,Steady Engager
BBB,2013J,277537,Fail,24.360000000000003,6.850000000000005,5.0,Steady Engager
BBB,2013J,277812,Distinction,35.33333333333334,-4.066666666666677,36.0,Steady Engager
BBB,2013J,278272,Fail,23.075,-0.10999999999999943,20.0,Steady Engager
BBB,2013J,278794,Pass,25.465517241379306,1.6871428571428666,29.0,Steady Engager
BBB,2013J,280140,Fail,23.174999999999997,4.550000000000001,4.0,Steady Engager
BBB,2013J,280151,Fail,17.5,-13.416666666666664,5.0,Declining Engager
BBB,2013J,282038,Withdrawn,18.575,11.25,4.0,Early Dropout
BBB,2013J,282785,Withdrawn,22.75,2.8999999999999986,4.0,Early Dropout
BBB,2013J,284906,Pass,26.27037037037037,0.8032967032966916,27.0,Steady Engager
BBB,2013J,285050,Fail,27.36538461538461,-8.900000000000006,26.0,Steady Engager
BBB,2013J,286402,Distinction,33.07500000000001,-7.5944444444444485,36.0,Steady Engager
BBB,2013J,286690,Fail,22.6,3.16,10.0,Steady Engager
